customerid,customername,region,orderid,OrderDate,totalamount
KH00170,Huynh Thi Thu Ha,Can Tho,OD07202,2024-04-01,98
KH00759,Hoang Van Tien,Ho Chi Minh,OD02352,2024-01-03,45
KH00662,Phan Thi Mai,Can Tho,OD07406,2024-06-23,8
KH00592,Ly Thi Kim Chi,Ða Nang,OD02072,2024-10-07,94
KH00832,Ngo Van Long,Hai Phong,OD05621,2024-10-07,74
KH00608,Ðo Hoang Anh,Ða Nang,OD06699,2024-09-18,5
KH00123,Phan Thi Mai,Ha Noi,OD03081,2024-02-17,39
KH00812,Ðang Thi Hanh,Ða Nang,OD03951,2024-03-29,52
KH00141,Ðang Thi Hanh,Can Tho,OD03974,2024-02-25,31
KH00246,Cao Minh Tam,Can Tho,OD02509,2024-07-10,81
KH00780,Ðang Thi Hanh,Can Tho,OD00256,2024-11-01,9
KH00362,Le Minh Hoang,Can Tho,OD04619,2024-04-01,88
KH00614,Huynh Thi Thu Ha,Ha Noi,OD04953,2024-06-27,81
KH00155,Ly Thi Kim Chi,Can Tho,OD01324,2024-07-08,50
KH00354,Cao Minh Tam,Hai Phong,OD03243,2024-08-31,20
KH00620,Tran Thi Bich Ngoc,Ho Chi Minh,OD05056,2024-04-26,47
KH00182,Ðo Hoang Anh,Hai Phong,OD01160,2024-12-07,9
KH00504,Ðang Thi Hanh,Ha Noi,OD02540,2024-04-10,97
KH00142,Phan Thi Mai,Ha Noi,OD02548,2024-04-26,45
KH00075,Tran Thi Bich Ngoc,Can Tho,OD02363,2024-06-27,68
KH00507,Ðo Hoang Anh,Ha Noi,OD01511,2024-11-13,85
KH00901,Vu Minh Quan,Can Tho,OD07446,2023-12-27,83
KH00571,Ðo Hoang Anh,Ho Chi Minh,OD00876,2024-09-15,8
KH00207,Pham Thi Thanh Huong,Hai Phong,OD00419,2024-06-26,49
KH00631,Pham Thi Thanh Huong,Hai Phong,OD02981,2024-10-27,19
KH00461,Le Minh Hoang,Can Tho,OD06052,2024-10-12,95
KH00628,Nguyen Van An,Hai Phong,OD02254,2024-06-01,46
KH00981,Ngo Van Long,Ða Nang,OD06911,2024-03-28,70
KH00073,Ngo Van Long,Ha Noi,OD01172,2024-12-12,97
KH00921,Le Minh Hoang,Ða Nang,OD07817,2024-02-05,80
KH00867,Cao Minh Tam,Hai Phong,OD01614,2024-05-28,29
KH00204,Pham Thi Thanh Huong,Ða Nang,OD00260,2024-02-29,16
KH00493,Le Minh Hoang,Can Tho,OD07575,2024-01-22,26
KH00665,Ðang Thi Hanh,Ða Nang,OD00070,2024-01-27,86
KH00646,Cao Minh Tam,Can Tho,OD00923,2024-10-20,15
KH00876,Pham Thi Thanh Huong,Can Tho,OD04465,2024-02-19,31
KH00687,Pham Thi Thanh Huong,Ða Nang,OD04076,2024-02-03,38
KH00946,Tran Thi Bich Ngoc,Ho Chi Minh,OD03952,2024-08-26,52
KH00851,Tran Thi Bich Ngoc,Ho Chi Minh,OD05328,2024-03-07,100
KH00303,Cao Minh Tam,Ða Nang,OD02158,2024-06-25,19
KH00068,Phan Thi Mai,Ða Nang,OD03152,2024-04-30,5
KH00056,Vu Minh Quan,Ha Noi,OD06696,2024-07-22,75
KH00943,Le Minh Hoang,Can Tho,OD03077,2024-04-22,59
KH00557,Pham Thi Thanh Huong,Can Tho,OD05333,2024-10-27,2
KH00668,Pham Thi Thanh Huong,Ha Noi,OD03647,2024-12-18,17
KH00518,Ngo Van Long,Can Tho,OD00760,2024-03-19,59
KH00907,Vu Minh Quan,Ða Nang,OD07346,2024-11-14,14
KH00197,Ngo Van Long,Ða Nang,OD01638,2024-03-17,18
KH00988,Ngo Van Long,Ho Chi Minh,OD06141,2024-02-15,98
KH00229,Le Minh Hoang,Ha Noi,OD06545,2024-05-18,11
KH00118,Phan Thi Mai,Hai Phong,OD05187,2024-11-26,25
KH00126,Bui Thi Lan,Ha Noi,OD05399,2024-09-23,34
KH00335,Cao Minh Tam,Ho Chi Minh,OD03405,2024-07-01,42
KH00602,Le Minh Hoang,Hai Phong,OD01153,2024-05-25,20
KH00081,Hoang Van Tien,Can Tho,OD05746,2024-09-19,72
KH00193,Le Minh Hoang,Ha Noi,OD03134,2024-09-08,81
KH00365,Ngo Van Long,Hai Phong,OD00766,2024-06-28,10
KH00893,Ly Thi Kim Chi,Can Tho,OD00539,2024-10-21,65
KH00163,Vu Minh Quan,Can Tho,OD04539,2024-09-20,5
KH00023,Nguyen Van An,Hai Phong,OD02127,2024-01-25,73
KH00452,Le Minh Hoang,Can Tho,OD03358,2024-11-25,87
KH00870,Ðang Thi Hanh,Ða Nang,OD04435,2024-07-10,16
KH00961,Ðo Hoang Anh,Can Tho,OD03757,2024-12-15,35
KH00076,Bui Thi Lan,Ha Noi,OD06433,2024-04-19,1
KH00768,Huynh Thi Thu Ha,Ha Noi,OD07440,2024-05-07,26
KH00302,Le Minh Hoang,Ha Noi,OD04140,2024-12-17,36
KH00702,Vu Minh Quan,Ða Nang,OD01327,2024-10-02,95
KH00606,Huynh Thi Thu Ha,Ho Chi Minh,OD05173,2024-03-15,24
KH00521,Hoang Van Tien,Ha Noi,OD07576,2023-12-25,100
KH00060,Huynh Thi Thu Ha,Can Tho,OD03486,2024-10-26,1
KH00984,Ðang Thi Hanh,Ho Chi Minh,OD06410,2024-08-05,97
KH00300,Ðo Hoang Anh,Can Tho,OD00710,2024-03-27,25
KH00555,Ly Thi Kim Chi,Ða Nang,OD05710,2024-12-21,40
KH00284,Huynh Thi Thu Ha,Ða Nang,OD07804,2024-03-08,13
KH00124,Cao Minh Tam,Hai Phong,OD00742,2024-07-28,27
KH00719,Tran Thi Bich Ngoc,Can Tho,OD04061,2024-03-01,65
KH00032,Hoang Van Tien,Ho Chi Minh,OD07182,2024-10-03,92
KH00573,Cao Minh Tam,Ho Chi Minh,OD03797,2024-12-14,6
KH00524,Tran Thi Bich Ngoc,Ða Nang,OD01462,2024-03-08,74
KH00370,Vu Minh Quan,Can Tho,OD02668,2024-10-11,19
KH00869,Le Minh Hoang,Ða Nang,OD05793,2024-09-04,21
KH00180,Vu Minh Quan,Ha Noi,OD06098,2024-10-28,14
KH00470,Ðang Thi Hanh,Can Tho,OD06541,2023-12-30,4
KH00537,Ðang Thi Hanh,Ða Nang,OD04372,2024-06-21,60
KH00310,Huynh Thi Thu Ha,Ha Noi,OD03275,2024-10-17,71
KH00151,Huynh Thi Thu Ha,Ða Nang,OD00700,2024-12-17,11
KH00318,Vu Minh Quan,Can Tho,OD04561,2024-12-09,68
KH00101,Vu Minh Quan,Ða Nang,OD06916,2024-03-17,18
KH00975,Hoang Van Tien,Can Tho,OD00364,2024-01-30,64
KH00094,Huynh Thi Thu Ha,Ha Noi,OD02006,2024-03-16,18
KH00379,Le Minh Hoang,Ha Noi,OD04173,2024-11-04,7
KH00948,Nguyen Van An,Hai Phong,OD02531,2024-08-25,21
KH00611,Cao Minh Tam,Hai Phong,OD02658,2024-08-25,44
KH00827,Ðo Hoang Anh,Ho Chi Minh,OD07035,2024-01-08,78
KH00499,Tran Thi Bich Ngoc,Ða Nang,OD02021,2024-03-29,62
KH00001,Ðo Hoang Anh,Hai Phong,OD05721,2024-05-21,21
KH00875,Le Minh Hoang,Ho Chi Minh,OD07832,2024-01-29,30
KH00803,Cao Minh Tam,Hai Phong,OD03461,2024-01-30,29
KH00563,Ngo Van Long,Ða Nang,OD05115,2024-08-12,73
KH00763,Huynh Thi Thu Ha,Ho Chi Minh,OD05262,2024-10-17,63
KH00547,Cao Minh Tam,Hai Phong,OD03479,2024-07-07,5
KH00244,Bui Thi Lan,Ða Nang,OD06224,2024-04-12,64
KH00381,Hoang Van Tien,Hai Phong,OD03702,2024-09-18,97
KH00564,Ly Thi Kim Chi,Ha Noi,OD00453,2024-02-04,17
KH00054,Hoang Van Tien,Hai Phong,OD00587,2024-05-05,57
KH00821,Nguyen Van An,Hai Phong,OD00382,2024-03-15,67
KH00486,Le Minh Hoang,Ða Nang,OD04017,2024-06-11,18
KH00268,Vu Minh Quan,Ho Chi Minh,OD02589,2024-09-07,21
KH00146,Le Minh Hoang,Hai Phong,OD02547,2024-06-15,90
KH00276,Tran Thi Bich Ngoc,Hai Phong,OD07104,2024-12-08,46
KH00115,Tran Thi Bich Ngoc,Ða Nang,OD05987,2024-01-30,36
KH00781,Hoang Van Tien,Hai Phong,OD05047,2024-03-13,93
KH00865,Vu Minh Quan,Ha Noi,OD06240,2024-09-06,73
KH00824,Bui Thi Lan,Ho Chi Minh,OD03687,2024-05-19,88
KH00199,Hoang Van Tien,Ða Nang,OD01326,2024-09-09,38
KH00028,Ðo Hoang Anh,Can Tho,OD06778,2024-04-18,82
KH00728,Hoang Van Tien,Ha Noi,OD06962,2024-03-12,59
KH00255,Pham Thi Thanh Huong,Ða Nang,OD03924,2024-11-16,98
KH00172,Nguyen Van An,Can Tho,OD04649,2024-03-27,52
KH00659,Nguyen Van An,Can Tho,OD05825,2024-01-15,45
KH00069,Ðang Thi Hanh,Ða Nang,OD02347,2024-03-15,14
KH00198,Ngo Van Long,Hai Phong,OD04702,2024-01-28,15
KH00219,Hoang Van Tien,Ho Chi Minh,OD06763,2024-10-17,8
KH00371,Le Minh Hoang,Can Tho,OD06405,2024-02-25,9
KH00140,Huynh Thi Thu Ha,Can Tho,OD02297,2024-09-21,27
KH00350,Bui Thi Lan,Ða Nang,OD04331,2024-10-11,12
KH00593,Nguyen Van An,Ha Noi,OD03403,2024-01-22,18
KH00420,Huynh Thi Thu Ha,Can Tho,OD03948,2024-04-01,53
KH00445,Tran Thi Bich Ngoc,Can Tho,OD04178,2024-01-30,11
KH00502,Cao Minh Tam,Ha Noi,OD04988,2024-03-20,79
KH00630,Cao Minh Tam,Hai Phong,OD05389,2024-04-09,49
KH00711,Vu Minh Quan,Ha Noi,OD06089,2024-01-26,28
KH00904,Le Minh Hoang,Ða Nang,OD05178,2024-11-03,38
KH00864,Ly Thi Kim Chi,Ha Noi,OD00690,2024-03-12,3
KH00838,Hoang Van Tien,Ha Noi,OD06326,2024-09-07,10
KH00666,Cao Minh Tam,Can Tho,OD06496,2024-10-01,24
KH00672,Ðang Thi Hanh,Ho Chi Minh,OD04882,2024-11-06,94
KH00109,Ðo Hoang Anh,Can Tho,OD03142,2024-11-24,96
KH00990,Vu Minh Quan,Ho Chi Minh,OD01990,2024-11-15,49
KH00045,Phan Thi Mai,Can Tho,OD06509,2024-06-08,80
KH00998,Bui Thi Lan,Ho Chi Minh,OD06638,2024-03-12,56
KH00453,Hoang Van Tien,Ða Nang,OD07567,2024-06-12,51
KH00491,Pham Thi Thanh Huong,Can Tho,OD06042,2024-02-17,23
KH00798,Tran Thi Bich Ngoc,Can Tho,OD01310,2024-09-04,70
KH00883,Ðo Hoang Anh,Ða Nang,OD00813,2024-12-08,62
KH00652,Huynh Thi Thu Ha,Ða Nang,OD05335,2024-07-15,86
KH00297,Le Minh Hoang,Ða Nang,OD03785,2024-04-05,25
KH00266,Vu Minh Quan,Can Tho,OD04823,2024-08-13,76
KH00436,Phan Thi Mai,Hai Phong,OD05458,2024-04-15,83
KH00202,Phan Thi Mai,Ha Noi,OD02122,2024-12-12,95
KH00751,Ðang Thi Hanh,Ða Nang,OD03155,2024-03-04,44
KH00813,Le Minh Hoang,Hai Phong,OD04119,2024-05-20,60
KH00598,Bui Thi Lan,Ho Chi Minh,OD04914,2024-11-12,53
KH00934,Ngo Van Long,Hai Phong,OD03600,2024-05-07,55
KH00389,Ly Thi Kim Chi,Ha Noi,OD06152,2024-02-24,44
KH00067,Hoang Van Tien,Can Tho,OD06629,2024-08-24,50
KH00868,Vu Minh Quan,Hai Phong,OD06220,2024-10-24,60
KH00327,Le Minh Hoang,Can Tho,OD01771,2024-04-22,23
KH00900,Ngo Van Long,Ho Chi Minh,OD02955,2024-03-17,84
KH00414,Ngo Van Long,Ða Nang,OD06363,2024-02-09,81
KH00488,Hoang Van Tien,Hai Phong,OD02878,2024-12-16,80
KH00947,Ðang Thi Hanh,Ða Nang,OD02350,2024-02-07,21
KH00790,Nguyen Van An,Hai Phong,OD04060,2024-02-27,84
KH00715,Huynh Thi Thu Ha,Ho Chi Minh,OD00894,2024-02-14,44
KH00413,Cao Minh Tam,Ða Nang,OD07820,2024-09-13,81
KH00782,Cao Minh Tam,Ða Nang,OD01384,2024-09-12,52
KH00278,Hoang Van Tien,Ða Nang,OD03652,2024-04-17,34
KH00077,Cao Minh Tam,Can Tho,OD01591,2024-07-19,87
KH00566,Bui Thi Lan,Ho Chi Minh,OD02977,2024-09-13,67
KH00030,Ly Thi Kim Chi,Ho Chi Minh,OD04086,2024-04-01,33
KH00349,Nguyen Van An,Ða Nang,OD05655,2024-10-03,74
KH00497,Nguyen Van An,Ho Chi Minh,OD04308,2024-02-21,30
KH00572,Cao Minh Tam,Hai Phong,OD07074,2024-11-19,63
KH00132,Pham Thi Thanh Huong,Ða Nang,OD00374,2024-04-01,90
KH00840,Huynh Thi Thu Ha,Ða Nang,OD04123,2024-08-11,47
KH00963,Le Minh Hoang,Hai Phong,OD03659,2024-11-10,54
KH00558,Huynh Thi Thu Ha,Can Tho,OD00106,2024-02-04,97
KH00201,Pham Thi Thanh Huong,Ða Nang,OD04433,2024-10-13,75
KH00729,Tran Thi Bich Ngoc,Ða Nang,OD04268,2024-01-10,12
KH00129,Bui Thi Lan,Hai Phong,OD01985,2024-07-18,44
KH00403,Tran Thi Bich Ngoc,Ho Chi Minh,OD07779,2024-03-30,42
KH00835,Tran Thi Bich Ngoc,Can Tho,OD03162,2024-06-13,13
KH00275,Nguyen Van An,Ða Nang,OD04113,2024-04-17,63
KH00359,Pham Thi Thanh Huong,Ða Nang,OD02058,2024-12-02,100
KH00273,Ngo Van Long,Ha Noi,OD00802,2023-12-23,96
KH00509,Ðo Hoang Anh,Ha Noi,OD06867,2024-02-11,100
KH00159,Huynh Thi Thu Ha,Can Tho,OD01439,2024-04-29,69
KH00145,Huynh Thi Thu Ha,Ða Nang,OD06065,2024-04-18,44
KH00749,Huynh Thi Thu Ha,Ha Noi,OD02687,2024-12-16,31
KH00650,Vu Minh Quan,Ho Chi Minh,OD03285,2024-10-08,43
KH00412,Hoang Van Tien,Can Tho,OD04026,2024-01-22,19
KH00645,Ðang Thi Hanh,Can Tho,OD01775,2024-11-11,73
KH00344,Le Minh Hoang,Ho Chi Minh,OD07099,2024-05-07,62
KH00428,Le Minh Hoang,Ha Noi,OD03978,2024-05-06,95
KH00378,Huynh Thi Thu Ha,Ða Nang,OD02854,2024-10-31,70
KH00512,Nguyen Van An,Hai Phong,OD02710,2024-03-05,2
KH00970,Bui Thi Lan,Ha Noi,OD03805,2024-12-15,98
KH00026,Nguyen Van An,Ha Noi,OD01537,2024-04-28,85
KH00888,Bui Thi Lan,Ða Nang,OD03157,2024-10-16,57
KH00771,Hoang Van Tien,Ha Noi,OD06627,2024-11-07,54
KH00951,Ly Thi Kim Chi,Ða Nang,OD06381,2024-07-07,31
KH00289,Vu Minh Quan,Hai Phong,OD05432,2024-02-19,30
KH00896,Ly Thi Kim Chi,Ho Chi Minh,OD01154,2024-03-19,97
KH00942,Vu Minh Quan,Ho Chi Minh,OD05701,2024-10-30,46
KH00372,Vu Minh Quan,Hai Phong,OD07313,2024-04-02,54
KH00517,Ðang Thi Hanh,Ho Chi Minh,OD01541,2024-09-12,21
KH00720,Phan Thi Mai,Ho Chi Minh,OD01911,2024-05-06,95
KH00283,Phan Thi Mai,Can Tho,OD05323,2024-11-02,94
KH00731,Le Minh Hoang,Ha Noi,OD07164,2024-06-21,5
KH00320,Phan Thi Mai,Can Tho,OD07948,2024-12-04,73
KH00590,Nguyen Van An,Ha Noi,OD06306,2024-11-17,16
KH00519,Le Minh Hoang,Can Tho,OD07983,2024-10-24,42
KH00239,Ngo Van Long,Can Tho,OD03849,2024-10-26,41
KH00419,Hoang Van Tien,Ða Nang,OD07690,2024-12-21,11
KH00162,Pham Thi Thanh Huong,Can Tho,OD04421,2024-02-21,68
KH00683,Huynh Thi Thu Ha,Ða Nang,OD04732,2024-09-02,89
KH00328,Ly Thi Kim Chi,Ða Nang,OD03781,2024-06-13,38
KH00454,Ðo Hoang Anh,Ho Chi Minh,OD04232,2024-12-13,58
KH00655,Ly Thi Kim Chi,Can Tho,OD03502,2024-06-16,75
KH00570,Le Minh Hoang,Ða Nang,OD06041,2024-07-09,58
KH00251,Ðang Thi Hanh,Hai Phong,OD00107,2024-12-18,47
KH00653,Nguyen Van An,Can Tho,OD06845,2024-05-15,30
KH00795,Nguyen Van An,Ho Chi Minh,OD04985,2024-10-19,52
KH00402,Bui Thi Lan,Ha Noi,OD03288,2024-04-08,28
KH00779,Ðo Hoang Anh,Ho Chi Minh,OD07857,2024-05-28,53
KH00061,Nguyen Van An,Hai Phong,OD04052,2024-11-27,80
KH00898,Hoang Van Tien,Hai Phong,OD07593,2024-04-12,3
KH00580,Nguyen Van An,Ha Noi,OD07502,2024-11-05,43
KH00889,Nguyen Van An,Ha Noi,OD03245,2024-03-23,63
KH00917,Ngo Van Long,Ho Chi Minh,OD05752,2024-01-31,57
KH00433,Phan Thi Mai,Hai Phong,OD07468,2024-04-04,92
KH00050,Vu Minh Quan,Ho Chi Minh,OD07500,2024-05-23,72
KH00826,Ly Thi Kim Chi,Ða Nang,OD05680,2024-04-08,29
KH00732,Ngo Van Long,Can Tho,OD05986,2024-11-26,41
KH00498,Tran Thi Bich Ngoc,Ha Noi,OD07758,2024-07-16,21
KH00856,Ngo Van Long,Can Tho,OD00029,2024-08-01,48
KH00972,Cao Minh Tam,Hai Phong,OD02399,2024-12-18,62
KH00568,Ðo Hoang Anh,Ða Nang,OD01182,2024-05-03,69
KH00027,Cao Minh Tam,Hai Phong,OD05400,2024-08-27,63
KH00065,Tran Thi Bich Ngoc,Ha Noi,OD05221,2024-01-19,1
KH00533,Bui Thi Lan,Ho Chi Minh,OD02138,2024-02-14,74
KH00137,Ly Thi Kim Chi,Hai Phong,OD01307,2024-04-12,1
KH00117,Hoang Van Tien,Ha Noi,OD06738,2024-01-12,78
KH00127,Tran Thi Bich Ngoc,Ho Chi Minh,OD05079,2024-12-19,90
KH00481,Phan Thi Mai,Can Tho,OD07746,2024-09-14,34
KH00515,Huynh Thi Thu Ha,Ha Noi,OD04008,2024-01-11,11
KH00125,Pham Thi Thanh Huong,Ho Chi Minh,OD03485,2024-06-01,59
KH00581,Ðo Hoang Anh,Can Tho,OD02133,2024-11-12,54
KH00804,Huynh Thi Thu Ha,Can Tho,OD05976,2024-12-17,75
KH00233,Ðang Thi Hanh,Ha Noi,OD04603,2024-09-24,87
KH00462,Le Minh Hoang,Ha Noi,OD02485,2024-09-29,7
KH00128,Phan Thi Mai,Ha Noi,OD06011,2024-07-31,46
KH00540,Bui Thi Lan,Can Tho,OD06349,2024-12-05,92
KH00872,Ly Thi Kim Chi,Ða Nang,OD03163,2024-06-23,3
KH00288,Vu Minh Quan,Ða Nang,OD07373,2024-01-21,42
KH00399,Ðo Hoang Anh,Ho Chi Minh,OD06966,2024-10-09,11
KH00047,Tran Thi Bich Ngoc,Ho Chi Minh,OD02308,2024-01-12,75
KH00104,Ngo Van Long,Can Tho,OD07837,2024-04-01,69
KH00037,Tran Thi Bich Ngoc,Ha Noi,OD06365,2024-02-01,75
KH00156,Pham Thi Thanh Huong,Can Tho,OD04517,2024-12-05,63
KH00607,Pham Thi Thanh Huong,Ho Chi Minh,OD07711,2024-08-12,17
KH00438,Ðo Hoang Anh,Can Tho,OD04399,2024-06-07,74
KH00171,Bui Thi Lan,Ho Chi Minh,OD03676,2024-09-15,52
KH00429,Vu Minh Quan,Ho Chi Minh,OD04574,2024-11-26,94
KH00270,Tran Thi Bich Ngoc,Ha Noi,OD05186,2024-05-03,38
KH00818,Hoang Van Tien,Ða Nang,OD04504,2024-07-05,60
KH00587,Cao Minh Tam,Ða Nang,OD04464,2024-04-15,50
KH00021,Ly Thi Kim Chi,Ho Chi Minh,OD00809,2024-07-21,84
KH00181,Cao Minh Tam,Ða Nang,OD03525,2024-01-20,3
KH00057,Ly Thi Kim Chi,Can Tho,OD07160,2024-01-24,59
KH00534,Tran Thi Bich Ngoc,Can Tho,OD01269,2024-07-21,99
KH00083,Le Minh Hoang,Can Tho,OD00850,2024-11-18,85
KH00148,Cao Minh Tam,Ða Nang,OD04677,2024-07-08,30
KH00463,Vu Minh Quan,Ða Nang,OD00370,2024-09-18,42
KH00312,Phan Thi Mai,Ho Chi Minh,OD04454,2024-07-29,16
KH00226,Nguyen Van An,Hai Phong,OD03561,2024-10-25,96
KH00648,Vu Minh Quan,Ða Nang,OD05474,2024-03-29,66
KH00457,Tran Thi Bich Ngoc,Ða Nang,OD04226,2024-07-28,66
KH00222,Ngo Van Long,Hai Phong,OD02917,2024-09-18,88
KH00131,Cao Minh Tam,Ho Chi Minh,OD04253,2023-12-26,11
KH00043,Phan Thi Mai,Ða Nang,OD05369,2024-04-12,68
KH00188,Nguyen Van An,Ða Nang,OD03381,2024-01-07,10
KH00407,Ðang Thi Hanh,Can Tho,OD01374,2024-09-21,83
KH00249,Hoang Van Tien,Ha Noi,OD00933,2024-11-16,30
KH00025,Tran Thi Bich Ngoc,Can Tho,OD02993,2024-12-11,72
KH00444,Pham Thi Thanh Huong,Can Tho,OD06779,2024-09-15,36
KH00409,Ly Thi Kim Chi,Can Tho,OD02124,2024-07-17,89
KH00120,Cao Minh Tam,Ho Chi Minh,OD02819,2024-07-15,89
KH00850,Ngo Van Long,Hai Phong,OD00925,2024-07-13,6
KH00542,Nguyen Van An,Ha Noi,OD06647,2024-05-16,67
KH00914,Le Minh Hoang,Hai Phong,OD01750,2024-05-14,87
KH00991,Hoang Van Tien,Ða Nang,OD02726,2024-11-03,7
KH00809,Vu Minh Quan,Ho Chi Minh,OD02988,2024-11-24,8
KH00929,Hoang Van Tien,Can Tho,OD05364,2024-10-15,83
KH00532,Bui Thi Lan,Can Tho,OD02456,2024-06-19,49
KH00206,Phan Thi Mai,Hai Phong,OD00964,2024-08-21,71
KH00871,Tran Thi Bich Ngoc,Ða Nang,OD06985,2024-03-28,11
KH00175,Huynh Thi Thu Ha,Ha Noi,OD07681,2024-11-25,53
KH00689,Tran Thi Bich Ngoc,Ho Chi Minh,OD05790,2024-09-24,41
KH00604,Pham Thi Thanh Huong,Ha Noi,OD02275,2024-09-01,6
KH00727,Nguyen Van An,Can Tho,OD04134,2024-02-04,78
KH00476,Nguyen Van An,Ða Nang,OD01534,2024-10-20,24
KH00277,Ðo Hoang Anh,Ha Noi,OD03928,2024-11-24,78
KH00692,Huynh Thi Thu Ha,Can Tho,OD01116,2024-02-25,43
KH00214,Huynh Thi Thu Ha,Ha Noi,OD03835,2024-09-30,87
KH00458,Hoang Van Tien,Can Tho,OD07625,2024-02-10,76
KH00443,Huynh Thi Thu Ha,Ho Chi Minh,OD03184,2024-04-25,28
KH00766,Cao Minh Tam,Ho Chi Minh,OD00102,2024-04-17,44
KH00831,Bui Thi Lan,Ha Noi,OD02656,2024-02-15,1
KH00622,Cao Minh Tam,Hai Phong,OD05903,2024-07-16,44
KH00844,Tran Thi Bich Ngoc,Ða Nang,OD01863,2024-06-24,84
KH00516,Huynh Thi Thu Ha,Can Tho,OD00172,2024-02-03,54
KH00855,Bui Thi Lan,Ða Nang,OD01583,2024-01-01,25
KH00342,Pham Thi Thanh Huong,Ho Chi Minh,OD03791,2024-12-12,90
KH00078,Ðang Thi Hanh,Ho Chi Minh,OD01279,2024-09-16,72
KH00130,Cao Minh Tam,Can Tho,OD03322,2024-12-09,10
KH00880,Ly Thi Kim Chi,Ða Nang,OD00995,2024-12-02,28
KH00618,Bui Thi Lan,Ða Nang,OD03896,2024-03-25,53
KH00833,Vu Minh Quan,Ho Chi Minh,OD07547,2024-01-04,63
KH00034,Bui Thi Lan,Hai Phong,OD01056,2024-05-15,92
KH00227,Ngo Van Long,Hai Phong,OD05174,2024-02-11,88
KH00874,Ly Thi Kim Chi,Can Tho,OD06860,2024-10-24,51
KH00816,Le Minh Hoang,Hai Phong,OD06582,2024-09-10,68
KH00058,Phan Thi Mai,Hai Phong,OD07016,2024-05-02,51
KH00122,Ðang Thi Hanh,Ho Chi Minh,OD05020,2024-11-26,98
KH00783,Ðang Thi Hanh,Ða Nang,OD02085,2024-01-27,4
KH00325,Ðang Thi Hanh,Can Tho,OD03732,2024-04-20,39
KH00224,Ðang Thi Hanh,Ha Noi,OD01493,2024-01-25,17
KH00099,Vu Minh Quan,Can Tho,OD03981,2024-11-29,29
KH00386,Pham Thi Thanh Huong,Hai Phong,OD01468,2024-10-22,36
KH00670,Ðang Thi Hanh,Can Tho,OD02659,2024-02-04,19
KH00107,Le Minh Hoang,Ða Nang,OD05094,2024-02-03,79
KH00459,Ngo Van Long,Ha Noi,OD06596,2024-08-27,1
KH00734,Ðo Hoang Anh,Hai Phong,OD00321,2024-06-29,92
KH00505,Hoang Van Tien,Ða Nang,OD02605,2024-10-18,49
KH00791,Ðang Thi Hanh,Ða Nang,OD02895,2024-05-25,72
KH00240,Ðang Thi Hanh,Ho Chi Minh,OD03963,2024-08-27,29
KH00013,Pham Thi Thanh Huong,Can Tho,OD01959,2024-09-05,92
KH00885,Hoang Van Tien,Ho Chi Minh,OD01958,2024-10-17,38
KH00212,Bui Thi Lan,Can Tho,OD06229,2024-08-16,39
KH00424,Le Minh Hoang,Hai Phong,OD00377,2024-07-27,74
KH00621,Pham Thi Thanh Huong,Can Tho,OD07232,2024-06-17,100
KH00924,Phan Thi Mai,Hai Phong,OD02972,2024-08-25,49
KH00793,Nguyen Van An,Ða Nang,OD06908,2024-02-20,56
KH00976,Phan Thi Mai,Can Tho,OD04070,2024-04-15,99
KH00744,Vu Minh Quan,Ho Chi Minh,OD05981,2024-12-16,13
KH00541,Bui Thi Lan,Hai Phong,OD00833,2024-12-16,72
KH00837,Pham Thi Thanh Huong,Ha Noi,OD01894,2024-11-11,31
KH00480,Vu Minh Quan,Ha Noi,OD03460,2024-02-20,95
KH00987,Huynh Thi Thu Ha,Can Tho,OD07915,2024-08-20,21
KH00842,Vu Minh Quan,Can Tho,OD02675,2024-01-05,25
KH00235,Phan Thi Mai,Ha Noi,OD02436,2024-06-10,30
KH00784,Nguyen Van An,Ha Noi,OD05514,2024-06-20,27
KH00410,Cao Minh Tam,Ða Nang,OD01643,2024-03-15,67
KH00520,Ðo Hoang Anh,Ho Chi Minh,OD00225,2024-05-18,5
KH00035,Ðo Hoang Anh,Ho Chi Minh,OD00320,2024-08-14,60
KH00376,Le Minh Hoang,Hai Phong,OD04235,2024-10-12,90
KH00396,Ðang Thi Hanh,Can Tho,OD06456,2024-11-15,66
KH00576,Nguyen Van An,Ða Nang,OD06636,2024-06-16,27
KH00787,Ðo Hoang Anh,Ða Nang,OD03299,2024-01-27,22
KH00200,Ðo Hoang Anh,Ða Nang,OD02809,2024-08-05,3
KH00231,Vu Minh Quan,Ha Noi,OD04379,2024-01-26,41
KH00887,Cao Minh Tam,Can Tho,OD07574,2024-07-06,71
KH00599,Le Minh Hoang,Ða Nang,OD07907,2024-02-21,34
KH00460,Bui Thi Lan,Hai Phong,OD05831,2024-03-07,9
KH00150,Ly Thi Kim Chi,Ha Noi,OD05063,2024-04-07,100
KH00388,Nguyen Van An,Ha Noi,OD06119,2024-05-19,48
KH00088,Huynh Thi Thu Ha,Can Tho,OD05689,2024-01-27,64
KH00503,Hoang Van Tien,Ða Nang,OD03722,2024-08-01,18
KH00228,Cao Minh Tam,Ha Noi,OD05270,2024-02-14,11
KH00296,Phan Thi Mai,Hai Phong,OD05283,2024-12-17,3
KH00697,Cao Minh Tam,Hai Phong,OD06188,2024-09-17,64
